AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Gesture
3748,-756,19084,266,193,-108,4
3832,-992,19388,580,-512,-7,4
3068,-1512,19232,182,-91,196,4
3620,-1724,19252,-469,776,5,4
2960,-1652,19348,-981,1484,-442,4
2816,-1256,19284,-956,1743,-629,4
3004,-588,19716,-640,-432,-519,4
2532,-664,19660,-340,-1242,-556,4
2868,-1048,19732,-269,-207,-375,4
2856,-1180,20100,-807,-222,-552,4
2512,-1624,19908,-1312,42,-759,4
2752,-1628,19256,-1693,783,-738,4
3048,-1120,19184,-1670,1204,-688,4
3400,-716,19204,-1224,1182,-753,4
3248,-656,19424,-547,951,-700,4
3376,-672,19916,-56,567,-471,4
2988,-1096,19244,-1339,1367,-578,4
2664,-1140,19288,-1153,1354,-439,4
2740,-860,19316,-814,1107,-236,4
2896,-776,19604,-424,746,-187,4
2972,-964,20040,-287,249,-260,4
2860,-1080,19728,-325,416,-107,4
2612,-1556,19584,-579,657,6,4
2504,-1392,19628,-753,779,-112,4
2160,-1480,19360,-742,1007,-264,4
2396,-976,19408,-623,674,-436,4
1932,-1316,19604,139,293,-911,4
2112,-1472,19852,116,61,-915,4
2328,-1296,19836,-27,61,-695,4
2580,-1056,19540,-308,451,-552,4
2404,-1024,19552,-698,625,-523,4
2416,-1020,19368,-924,698,-597,4
2420,-1292,19472,-654,1090,-311,4
2588,-1012,19428,-544,1012,-346,4
2136,-1216,19440,-208,904,-308,4
1916,-1080,19696,88,751,-446,4
2312,-1420,19848,-563,267,-1041,4
2272,-1212,19728,-503,160,-880,4
1920,-1164,20160,-587,238,-793,4
1964,-1260,19836,-666,436,-851,4
1808,-836,20004,-747,433,-1061,4
1840,-684,20052,-894,802,-945,4
2352,-884,19980,-872,1029,-911,4
2560,-932,20036,-806,827,-777,4
2748,-676,19964,-738,913,-514,4
2828,-644,19904,-694,639,-477,4
2312,-252,20644,-811,-61,-5,4
1676,-804,20456,-1178,-148,20,4
2164,-984,19732,-1792,330,277,4
2116,-1048,19388,-2497,1095,389,4
1264,-964,19116,-2748,1369,466,4
1892,-860,18768,-2730,1213,373,4
1540,-1040,18704,-2354,931,171,4
1688,-896,18568,-1765,664,150,4
1940,-1032,18296,-918,700,197,4
2088,-1116,18628,-87,750,188,4
1112,-1272,19684,-2226,1337,-367,4
1448,-972,19524,-2252,1467,-256,4
1832,-940,19516,-1753,1244,25,4
1712,-728,19224,-1187,877,-135,4
864,-888,19480,-691,592,-108,4
1208,-948,19728,-581,488,-390,4
1628,-1420,19812,-1006,544,-467,4
1436,-1516,19400,-1477,942,-467,4
1072,-1388,19144,-1673,918,-384,4
1204,-1004,19232,-1410,816,-395,4
1360,-1140,19352,-1404,1102,-382,4
1316,-656,19748,-1158,958,-449,4
1664,-608,19764,-726,642,-441,4
1588,-492,20188,-525,191,-514,4
1360,-604,20020,-671,51,-194,4
1856,-924,19876,-1180,359,97,4
1568,-1368,19488,-1684,701,176,4
1136,-1276,19220,-2104,1227,69,4
732,-1160,19132,-2212,1692,102,4
652,-928,19160,-1783,1714,-152,4
888,-1708,19880,268,-289,-854,4
960,-1588,19932,43,-14,-727,4
932,-1364,19960,180,209,-831,4
932,-920,20204,604,246,-773,4
876,-348,20540,917,185,-904,4
1020,-420,20700,1199,-78,-846,4
1052,-504,21008,1127,-415,-730,4
1348,-1072,20956,581,-619,-678,4
1464,-1436,20780,-520,-268,-665,4
1500,-1220,20376,-1385,263,-516,4
436,-376,19688,-1387,250,-123,4
584,-880,19652,-862,123,-141,4
548,-912,19660,-459,316,-213,4
624,-1128,19728,-357,458,-203,4
192,-1216,20040,-649,516,-306,4
792,-992,20120,-1078,241,-248,4
912,-968,20392,-1527,-66,-62,4
1340,-628,20312,-1894,-586,307,4
1140,-536,20656,-2016,-1153,588,4
1144,-808,20268,-2083,-1326,870,4
168,-1572,18608,-1000,38,-880,4
412,-1348,18708,-838,463,-1144,4
1184,-1176,18920,-161,372,-1456,4
1628,-956,19312,726,-581,-1359,4
1540,-1108,19936,1291,-1652,-1329,4
972,-1068,20164,1400,-2436,-1164,4
632,-968,20412,1121,-2706,-1100,4
544,-892,20252,540,-2352,-1307,4
428,-936,20208,176,-1715,-1166,4
1100,-948,20164,-390,-749,-1146,4
1404,-476,20168,-1267,-198,-377,4
1540,-316,20120,-1322,-239,-272,4
1808,-320,19864,-1135,-216,-315,4
1096,-680,19836,-770,-207,-119,4
1452,-656,19912,-716,-90,-215,4
1220,-808,19516,-970,308,-361,4
1420,-868,19488,-1337,771,-299,4
1608,-864,19668,-1504,819,-164,4
1980,-700,19816,-1580,551,-29,4
2116,-524,19752,-1532,59,171,4
900,-856,19388,-1294,512,129,4
984,-772,19628,-931,219,6,4
1168,-816,20084,-674,17,11,4
1216,-1180,20072,-855,123,78,4
772,-1356,19924,-1343,423,215,4
1016,-1432,19768,-1693,775,306,4
868,-1404,19432,-2020,938,394,4
844,-1440,19500,-1838,956,462,4
608,-1184,19340,-1555,691,464,4
948,-1000,19664,-1167,213,504,4
144,-1116,19196,-1289,-119,585,4
260,-1272,19272,-823,-121,540,4
840,-1888,19208,-786,175,440,4
384,-2300,18960,-943,170,377,4
644,-2564,19328,-1121,187,-221,4
668,-2172,18944,-1460,623,-313,4
740,-1796,19416,-901,64,-618,4
1016,-1532,19916,-114,-704,-947,4
632,-1332,20272,828,-1413,-934,4
636,-1308,20392,1487,-1645,-822,4
1364,-1224,20592,-1380,-373,98,4
1076,-1668,20244,-1906,177,177,4
812,-1596,19484,-2393,843,156,4
1412,-1192,19428,-2222,934,-163,4
1860,-852,20068,-1491,-175,-512,4
1876,-820,20616,-887,-1432,-745,4
1832,-800,20748,-662,-1948,-426,4
1632,-700,20800,-906,-1483,93,4
1180,-1372,20980,-1425,-869,513,4
704,-1588,20396,-2126,-142,919,4
880,-1568,18864,-1618,284,428,4
1192,-1560,19528,-906,-503,75,4
1080,-1460,19676,-369,-1364,-194,4
828,-1800,19868,-358,-1482,-185,4
592,-1984,19956,-867,-989,-131,4
548,-2008,19588,-1466,-549,55,4
612,-1844,19468,-1792,-100,161,4
188,-1944,19148,-1604,18,112,4
484,-1660,19148,-949,-167,-186,4
900,-1528,19288,-23,-443,-489,4
1172,-1824,19380,-2143,-223,352,4
1196,-1736,19340,-2237,-488,-19,4
704,-1840,19344,-1886,-1340,-449,4
968,-1720,19092,-1259,-2314,-1381,4
580,-1736,19000,-443,-3030,-2080,4
2292,-1420,17932,556,-3517,-2363,4
1572,-1544,19296,1428,-3226,-2367,4
1504,-1524,20076,1752,-3626,-2480,4
1280,-1764,20172,1415,-3403,-2336,4
1836,-1716,20476,909,-2700,-1896,4
2136,-812,19760,753,-1465,-1558,4
2468,-852,20328,593,-1848,-1551,4
2256,-1196,20488,25,-2044,-1311,4
2480,-1476,20228,-938,-1518,-778,4
1924,-1380,19860,-1564,-882,-276,4
2132,-1176,19660,-1665,-299,-120,4
1976,-1180,19216,-1227,-315,-196,4
2260,-824,19240,-473,-416,-518,4
2260,-676,19208,342,-158,-729,4
2084,-744,19808,868,-631,-1036,4
2020,-928,19144,-1919,-158,206,4
1904,-972,18928,-1408,-109,-153,4
2036,-756,19192,-571,-234,-366,4
2500,-756,19448,47,-662,-574,4
2348,-1316,19396,399,-884,-533,4
1812,-1444,19844,140,-970,-524,4
2360,-1508,20088,-561,-1405,-690,4
2052,-1332,20176,-1533,-1430,-654,4
1644,-1004,20060,-2055,-1038,-417,4
2192,-820,19888,-2055,-545,-237,4
2480,-928,19032,-438,30,-158,4
2392,-1164,19472,-422,-487,-85,4
2660,-776,19964,-575,-1042,-266,4
2756,-952,19984,-745,-1426,-85,4
2988,-1168,20180,-1146,-1266,73,4
2688,-1084,19964,-1658,-886,370,4
2612,-932,19820,-1793,-419,501,4
2408,-1080,19728,-1590,-179,441,4
2536,-1124,19568,-1397,-147,248,4
2324,-868,19660,-963,-149,-24,4
2564,-1692,20076,-2132,-862,493,4
2208,-1520,19928,-2258,-782,313,4
2152,-1420,19672,-1860,-573,-32,4
2492,-1404,19652,-1161,-475,-611,4
2168,-1212,19988,-396,-526,-1163,4
2748,-1132,20236,9,-569,-1510,4
3540,-1136,20316,47,-676,-1222,4
3660,-1444,20300,-258,-775,-399,4
3404,-1740,19860,-1153,-618,345,4
2956,-1468,20192,-1920,-456,723,4
3096,-1652,19872,-1231,-144,480,4
2616,-1584,19912,-1294,-238,765,4
2404,-1680,19780,-1625,-292,1003,4
2308,-1532,19348,-1925,68,963,4
2124,-1736,19204,-1843,372,729,4
2084,-1920,18876,-1495,479,429,4
1892,-1984,18708,-967,546,-109,4
1968,-1952,18744,-500,335,-682,4
2596,-1660,19352,-135,-136,-1054,4
2492,-1740,19312,-113,-546,-1081,4
2888,-1416,19700,-129,160,-26,4
2620,-1420,19876,-309,8,-18,4
2564,-1460,20068,-620,-263,-113,4
2456,-1444,20240,-919,-548,-266,4
2536,-1208,20452,-1241,-718,-359,4
2896,-1120,20160,-1349,-804,-257,4
3576,-2868,19164,-775,-463,-716,4
4136,-2552,19092,-1117,-67,-695,4
3856,-2096,19340,-1259,252,-527,4
3908,-1804,19244,-839,-14,-565,4
3800,-1828,19384,-472,-195,-522,4
3964,-1848,19296,-261,-411,-422,4
3752,-2180,19420,-494,-169,-374,4
3672,-2224,19252,-986,-14,-412,4
3572,-2544,19316,-1441,235,-429,4
3900,-2352,18792,-1917,426,-546,4
3048,-2484,19124,256,-5,-1053,4
3336,-2440,19252,491,-94,-1222,4
3216,-2380,19568,487,-215,-1304,4
2920,-2336,19612,143,-25,-1273,4
3036,-1992,19720,-309,202,-1341,4
3660,-1776,19788,-643,183,-1367,4
4296,-1436,19604,-635,221,-1190,4
3884,-1660,19584,-326,218,-994,4
4532,-1684,19716,57,146,-798,4
4248,-1604,19892,-28,-323,-693,4
3996,-1672,19244,-246,-308,-1083,4
3476,-1580,19540,130,-496,-1335,4
3592,-1500,19908,346,-279,-1479,4
4272,-1384,19820,42,-142,-1388,4
4092,-1528,19688,-407,-14,-1102,4
4920,-1304,19444,-1027,252,-840,4
4956,-1204,19232,-1260,289,-655,4
4528,-1300,18988,-1159,89,-487,4
4340,-1324,19184,-729,-428,-349,4
3844,-1420,19180,-299,-1013,-269,4
3804,-1348,19072,-395,-854,189,4
3864,-1468,19032,-298,-700,-32,4
3512,-1452,19024,-235,-210,-139,4
3016,-1364,19052,-617,-30,-403,4
3240,-1180,19448,-855,555,-639,4
3496,-1664,19448,-1091,959,-753,4
4376,-1388,19376,-1273,936,-679,4
4448,-1340,19244,-1205,814,-373,4
4264,-1436,19480,-780,470,-33,4
4072,-1444,18980,-321,-185,154,4
3408,-1812,19280,-2115,928,923,4
3572,-1488,19104,-1910,1197,471,4
4240,-1764,19392,-1335,966,-107,4
4280,-1596,19264,-564,528,-180,4
4212,-1900,19528,103,-226,-26,4
3764,-1908,19508,320,-627,131,4
3292,-2484,19472,174,-673,488,4
3280,-2464,19460,-372,-713,702,4
3284,-2312,19496,-830,-672,470,4
3892,-1980,19444,-962,-213,232,4
3156,-2404,18884,-1886,1172,926,4
3096,-2240,18764,-2110,1497,904,4
2836,-2016,18396,-1935,1397,774,4
3140,-1732,18888,-1385,983,519,4
3436,-1604,18680,-746,513,422,4
3588,-1800,19104,-283,287,178,4
3080,-1908,19316,-43,141,-79,4
3252,-1768,19328,-251,544,-169,4
3132,-1904,19380,-577,832,-37,4
2632,-2140,19516,-1226,1173,239,4
2824,-2032,19620,-577,1422,-241,4
2788,-2032,19340,-751,1819,72,4
2720,-1484,19364,-466,1852,-195,4
2520,-1192,19836,223,1261,-436,4
2724,-1420,20432,725,616,-475,4
2808,-1764,20436,885,-39,-547,4
2100,-1924,20280,504,-433,-621,4
2296,-2032,20232,-293,-139,-945,4
2240,-2124,19996,-1509,778,-1050,4
2036,-1900,19716,-2656,1819,-761,4
1388,-1700,19520,-806,1794,-917,4
964,-1800,19620,-976,1814,-912,4
1628,-1648,19876,-1201,2151,-1063,4
1672,-1712,20052,-1343,2120,-1093,4
2480,-1752,19944,-1479,2193,-853,4
2460,-1680,19792,-1366,1844,-783,4
2584,-1448,19812,-1096,1721,-692,4
2212,-1620,19664,-826,1597,-627,4
2072,-1472,20032,-654,1451,-398,4
1824,-1516,20424,-443,1024,-391,4
2080,-1592,20404,-1096,649,-339,4
2464,-1936,20016,-1512,935,-236,4
2624,-1848,19768,-1892,1279,181,4
2384,-1868,19460,-2118,1490,493,4
2000,-1960,19188,-2119,1659,821,4
1396,-1676,19032,-1723,1485,751,4
1064,-1384,19388,-1017,1228,76,4
1320,-1272,19684,-388,645,-452,4
1620,-1692,19912,-225,322,-469,4
1820,-1876,19892,-519,229,-410,4
1320,-1700,19980,-1943,788,323,4
1400,-1708,19880,-2432,1114,772,4
1484,-1608,19420,-2854,1224,933,4
1208,-1896,18724,-2644,1462,913,4
1068,-2156,18740,-1867,1337,941,4
740,-2256,18244,-1147,1398,537,4
708,-2084,18432,-320,1341,157,4
540,-1800,19152,478,698,-453,4
1232,-1704,19876,1117,195,-610,4
1564,-1792,20376,1107,-201,-363,4
988,-1428,20128,-597,363,-216,4
996,-1232,20200,-584,608,-338,4
1240,-1388,20228,-522,531,-252,4
1252,-1560,20440,-213,488,-194,4
1100,-1576,20460,-91,474,-237,4
856,-1784,20640,-151,396,-287,4
928,-1804,20872,-386,229,-256,4
960,-1768,20724,-845,225,61,4
884,-1700,20656,-1329,301,203,4
1032,-1508,20456,-1572,485,191,4
1308,-1972,19696,1277,-1107,-485,4
988,-2228,19820,1231,-1911,-394,4
312,-2420,19676,521,-1995,-383,4
296,-2272,19756,-273,-1425,-369,4
236,-2168,19976,-705,-956,-157,4
440,-2032,19920,-1092,-390,-496,4
228,-1672,19956,-1026,-249,-476,4
772,-1564,19992,-902,-225,-367,4
1052,-1588,19688,-979,-114,-345,4
1364,-1544,19552,-1030,-180,-265,4
572,-1996,19272,-1827,131,112,4
748,-1744,19224,-1206,95,-50,4
1280,-1292,19620,-146,-84,-549,4
1616,-1268,20048,725,-494,-732,4
1912,-1496,20460,792,-886,-792,4
1756,-1432,20664,721,-961,-498,4
1896,-1680,20832,-27,-999,-181,4
1484,-1904,20340,-1087,-639,329,4
1132,-1852,20124,-1899,-211,590,4
1216,-1956,19744,-2421,999,569,4
1580,-1412,19248,-1487,174,455,4
1180,-1656,19300,-1086,-545,702,4
796,-1552,18892,-966,-919,423,4
692,-1468,19272,-687,-1154,-62,4
964,-1568,19264,-516,-1156,-671,4
1160,-1420,19592,-310,-1190,-964,4
1324,-1556,20072,-372,-1168,-877,4
1092,-1752,19948,-801,-698,-565,4
1312,-1880,19652,-1359,-7,-232,4
1728,-1328,19468,-1694,373,356,4
2028,-1324,19264,-637,-1031,-462,4
1668,-1396,19400,51,-1100,-661,4
1648,-1264,19976,681,-1486,-1268,4
1904,-1284,20656,935,-1645,-1456,4
1912,-1648,20984,492,-1694,-1145,4
2028,-1856,20980,-501,-1281,-428,4
2488,-2012,20768,-1876,-511,303,4
2108,-1868,20624,-2820,-66,896,4
1920,-1444,20368,-3136,-338,1225,4
2040,-1312,19860,-2727,-551,1262,4
1796,-1636,20232,-959,-1389,-47,4
1868,-1472,20268,-804,-1338,116,4
1520,-1628,19844,-535,-981,161,4
1736,-1796,19580,-337,-241,178,4
2264,-1912,19272,-240,486,120,4
2144,-1984,19152,-292,838,226,4
1944,-1940,19244,-822,595,243,4
1572,-1608,19792,-1432,-301,398,4
1276,-1324,19820,-1720,-1423,831,4
1812,-1396,19656,-1743,-2322,1217,4
2156,-1572,19248,118,-1525,-921,4
2540,-1804,19528,116,-955,-1077,4
2720,-1728,19776,-21,-984,-844,4
3116,-1276,19908,-420,-1413,-448,4
3140,-1136,19572,-418,-1348,26,4
2828,-1292,19760,-349,-1369,402,4
2224,-1536,19684,-445,-1176,303,4
1528,-1676,19584,-357,-998,-12,4
1528,-1672,19356,-153,-716,-459,4
2248,-1428,19524,-159,-732,-745,4
4272,-2128,18808,-1858,382,477,4
4356,-2144,18816,-1526,207,423,4
4480,-2136,18688,-1242,110,414,4
3908,-1936,18484,-780,-121,161,4
3784,-1980,18808,-296,-127,-76,4
4360,-2096,18928,-253,-200,-234,4
4568,-2104,19248,-286,-205,-253,4
4516,-2196,19524,-613,-186,-123,4
4512,-2348,19564,-930,-75,-151,4
4556,-2292,19296,-1037,-6,-149,4
4920,-2248,18672,-288,438,219,4
4400,-2164,18628,-208,351,198,4
4064,-1956,19204,-183,81,247,4
4016,-2324,19372,-373,117,169,4
3792,-2464,19680,-731,289,134,4
4108,-2652,19268,-1126,644,161,4
3904,-2364,19280,-1278,870,102,4
3828,-2364,19016,-1200,823,-52,4
3876,-2220,18868,-966,711,-231,4
3904,-2104,18792,-792,477,-358,4
4248,-1640,19324,-12,485,-591,4
3832,-1484,19576,556,235,-761,4
4368,-1684,20028,757,-40,-624,4
4280,-1988,20316,107,-216,-392,4
4528,-2260,20456,-852,-63,-185,4
4400,-2180,19844,-1918,498,82,4
3976,-2064,19268,-2620,1111,185,4
4072,-1760,18852,-2626,1255,97,4
3928,-1600,18600,-2103,947,-69,4
3560,-1588,18932,-1346,310,-129,4
4172,-1832,18724,-917,858,145,4
4260,-1948,18608,-415,1008,248,4
4588,-1920,18732,178,1182,119,4
3848,-1792,19112,762,770,32,4
3968,-1832,20192,1203,204,-268,4
4004,-1936,20536,1063,-216,-460,4
3776,-2216,21076,287,-492,-229,4
3668,-2268,20476,-774,46,9,4
3708,-2292,20096,-1599,747,150,4
3624,-2332,19716,-1948,1190,293,4
3892,-1716,19772,82,-712,-510,4
3916,-1944,20160,-211,-857,-605,4
4072,-2076,20084,-973,-554,-634,4
4476,-2244,19708,-1710,-17,-566,4
4280,-2168,19276,-2256,374,-434,4
4476,-1756,18912,-2327,513,-200,4
3724,-1712,18884,-2017,258,-313,4
3592,-1440,18576,-1347,-75,-361,4
3328,-1352,18504,-699,-330,-460,4
3752,-1640,18752,-299,-475,-480,4
3956,-1588,19400,-629,33,-403,4
3896,-1464,19216,-727,287,-364,4
4332,-1520,19296,-664,611,-232,4
4360,-1896,19104,-545,788,-114,4
4120,-2140,19032,-436,721,-71,4
4024,-1988,19128,-214,656,-68,4
4088,-1804,19244,-62,397,-73,4
3944,-1964,19152,-114,347,-148,4
3668,-1804,19408,-290,2,-202,4
3856,-1596,19360,-481,293,-209,4
3364,-2228,18852,-879,562,-297,4
3164,-2100,18824,-779,921,-383,4
3480,-1892,18388,-466,1030,-711,4
3648,-1676,18644,227,854,-1068,4
4744,-1460,19412,848,307,-1166,4
4232,-1360,20040,1133,-722,-1117,4
4176,-1352,20244,953,-899,-899,4
3936,-1488,20120,167,-695,-628,4
3936,-1736,20152,-784,166,-329,4
3728,-1748,19512,-1888,1489,22,4
3304,-1952,19740,-1163,-32,-540,4
3092,-1628,19204,-1981,822,-240,4
3136,-1808,18676,-2154,1603,12,4
3444,-1556,18412,-1571,1724,-58,4
3676,-1192,18336,-720,1431,-500,4
3520,-1068,18812,273,969,-883,4
3508,-904,19032,1007,586,-818,4
3608,-1016,19392,1153,391,-657,4
3784,-1380,19724,728,397,-666,4
4000,-1724,19876,-95,390,-926,4
3116,-1020,19124,-649,510,-492,4
3136,-780,19552,-251,400,-627,4
3132,-1012,19652,169,220,-784,4
3520,-1148,20004,358,199,-888,4
3480,-1212,20052,336,569,-734,4
3348,-1488,19788,-66,931,-617,4
3536,-1240,19648,-483,1061,-473,4
3408,-1136,19852,-814,1124,-229,4
3360,-1176,19712,-985,887,-220,4
3244,-1420,20148,-921,736,-287,4
2444,-1272,20044,-978,826,-407,4
2356,-1200,19728,-1228,877,-224,4
2488,-1264,19288,-1359,1029,-57,4
2584,-1336,19040,-1345,1166,91,4
2392,-1332,18812,-969,1101,124,4
2212,-1208,19060,-108,702,-192,4
2252,-1228,19604,717,580,-522,4
2288,-1228,20144,1122,211,-778,4
2840,-1124,20356,812,-15,-901,4
2396,-1332,20672,128,-29,-740,4
2336,-852,19992,-1,-166,-390,4
2344,-940,20092,-679,307,-336,4
2384,-808,19692,-1207,679,-192,4
2524,-560,19696,-1393,936,214,4
2268,-344,19472,-1324,958,542,4
1640,-404,19520,-1030,895,417,4
1484,-372,19636,-884,844,275,4
1844,-812,19320,-987,1079,100,4
1480,-1248,19180,-1233,1329,116,4
1608,-1020,18936,-1304,1532,-3,4
1208,-1064,19152,-733,1796,-135,4
1312,-716,19472,-346,1496,-346,4
1704,-596,20108,206,907,-580,4
2388,-440,20688,573,100,-561,4
2392,-552,20920,565,-642,-404,4
1884,-844,20616,314,-705,-266,4
1796,-988,20164,18,-433,-154,4
1572,-988,20108,-409,94,61,4
1284,-1020,20044,-805,752,109,4
1060,-840,19860,-1188,1183,-27,4
1652,-876,19672,-1425,525,-29,4
1272,-972,19388,-1598,830,30,4
1152,-956,19104,-1546,966,-84,4
1324,-576,19068,-1069,1142,-346,4
1448,-656,19192,-591,1157,-536,4
1532,-656,19328,-387,976,-611,4
1616,-588,19656,-443,907,-485,4
1660,-844,19628,-709,673,-496,4
1240,-800,19516,-904,462,-540,4
1560,-596,19288,-708,455,-358,4
1224,-372,19608,-694,722,-485,4
1208,-484,19952,-311,339,-490,4
1392,-520,19984,-130,101,-494,4
820,-636,20112,-229,188,-458,4
1284,-604,20052,-661,464,-469,4
1052,-848,19804,-1281,916,-344,4
888,-932,19420,-1836,1518,-206,4
1332,-896,18892,-2230,1982,-230,4
1104,-768,18868,-1887,1677,-298,4
1332,-280,18892,-849,1018,-403,4
760,44,19768,-163,709,-100,4
1052,208,20196,-28,650,-159,4
988,-344,20392,-379,520,-60,4
700,-852,20228,-1020,611,-165,4
960,-932,19664,-1613,951,-268,4
876,-820,19372,-1871,1353,-237,4
1120,-500,19192,-1745,1490,-310,4
680,-260,19224,-899,1017,-421,4
848,228,19708,261,470,-540,4
1180,296,20404,1227,-84,-624,4
296,-684,20232,-964,484,249,4
-308,-960,19892,-1578,1118,74,4
308,-1052,19496,-2168,1402,-116,4
120,-884,19592,-2349,1460,-378,4
984,-392,19396,-2019,1245,-158,4
812,-256,19620,-1474,552,-219,4
756,-372,19852,-854,-284,-217,4
548,-472,20136,-708,-433,-172,4
228,-896,19768,-1177,47,-12,4
204,-968,19640,-1583,450,73,4
420,-788,19364,-1834,1455,-92,4
220,-464,19372,-1516,1294,-290,4
660,-404,19600,-717,874,-273,4
712,-456,20064,-336,646,-216,4
768,-404,19916,-302,432,-89,4
276,-612,20040,-498,372,-15,4
-120,-872,20008,-925,379,-417,4
-348,-572,20036,-1086,426,-406,4
-352,-736,19852,-1518,579,-444,4
204,-776,19596,-1924,982,-350,4
-344,-744,19268,-817,1118,-170,4
48,-572,19372,-32,908,-246,4
332,-588,19528,511,704,-311,4
-16,-704,20100,544,289,-428,4
-48,-500,20348,139,-335,-581,4
-196,-764,20496,-96,-692,-602,4
-72,-760,20344,-571,-167,-481,4
-296,-836,20140,-873,156,-506,4
-324,-788,20132,-1179,390,-369,4
-120,-704,19916,-1455,802,-204,4
-1048,-840,19424,-1321,1297,-56,4
-1060,-768,19372,-1324,1182,-47,4
-600,-580,19480,-1200,955,-118,4
-808,-952,19140,-1175,780,-162,4
-376,-700,19208,-1144,612,-336,4
-760,-868,19012,-948,627,-417,4
-780,-848,18984,-769,780,-401,4
-448,-588,19064,-640,896,-396,4
-556,-524,19228,-441,1040,-379,4
-384,-516,19104,-431,1180,-331,4
-188,-456,20172,-309,681,-237,4
128,-388,20400,-73,228,-148,4
-52,-392,20756,-7,-102,-139,4
-388,-524,20660,-147,-127,-205,4
-508,-684,20860,-449,-49,-188,4
-344,-528,20724,-759,143,59,4
-500,-768,20576,-1141,465,287,4
-948,-916,20220,-1504,622,267,4
-820,-584,20192,-1634,683,304,4
-928,-704,20040,-1571,672,448,4
-484,-360,19372,-1362,485,461,4
-200,-192,19224,-1083,595,467,4
-52,-172,19408,-615,275,481,4
-296,-528,19568,-272,-157,275,4
-332,-476,19704,-199,-544,79,4
-672,-520,19948,-432,-706,202,4
-508,-436,19996,-855,-688,556,4
-920,-380,19820,-1164,-463,861,4
-728,-32,19660,-1303,-125,929,4
-884,-208,19480,-1112,190,874,4
-500,-196,20176,-1848,-391,1362,4
-524,-136,19944,-1681,268,1484,4
-752,-324,19748,-1372,620,1324,4
-740,-220,19948,-931,568,918,4
-864,-112,20248,-468,203,371,4
-664,-116,20472,-202,-335,91,4
-616,-328,20432,-51,-997,105,4
-284,-504,20516,-403,-1474,164,4
-480,-900,20624,-1042,-1801,112,4
-696,-720,20616,-1577,-1746,296,4
424,-896,19348,-1547,-1496,-1752,4
480,-820,19300,-1282,-1301,-1809,4
812,-916,19240,-1201,-1095,-1843,4
1164,-584,19612,-1134,-1391,-1754,4
1788,-336,19728,-893,-2003,-1286,4
1608,-260,20320,-489,-2647,-596,4
1544,-232,20656,-552,-3244,-341,4
4952,-1208,19144,-363,533,158,4
4884,-1440,19252,-171,573,110,4
5012,-1168,19272,-245,560,-42,4
5088,-1172,19376,-321,490,-133,4
5488,-1164,19440,-477,442,-110,4
5696,-1184,19500,-794,114,12,4
5468,-1068,19456,-995,180,114,4
4872,-1084,19084,-1215,322,333,4
5156,-832,19060,-1149,320,592,4
5012,-1048,19172,-1095,301,590,4
4712,-1516,18856,-694,-75,-197,4
4252,-1484,18828,-944,-47,-98,4
5164,-1132,18960,-748,184,271,4
4992,-1124,18872,-407,107,734,4
4896,-1236,19064,-246,-209,1017,4
4392,-1176,18888,-247,-275,1124,4
4652,-1132,18948,-365,-121,1132,4
4440,-1288,18800,-558,150,1052,4
4200,-1580,18776,-720,479,680,4
5040,-1508,18712,-914,522,149,4
5060,-1584,19228,-1142,245,-566,4
5060,-1804,18672,-2149,667,-433,4
4460,-2064,18464,-2293,959,-506,4
5084,-1376,18320,-1711,1156,-690,4
4420,-1236,18456,-641,1150,-882,4
4496,-1052,18596,274,985,-957,4
4548,-1024,18976,912,719,-1048,4
4624,-1108,19300,1096,273,-942,4
4684,-1156,19732,882,-156,-741,4
4784,-1260,19608,488,-410,-471,4
3536,48,19036,-1490,2067,-141,4
4116,168,19156,-1332,2315,-207,4
4480,-68,19144,-943,2332,-97,4
4932,-428,19428,-596,1819,258,4
4940,-740,19276,-513,1108,652,4
4492,-908,19120,-829,548,926,4
4160,-900,19124,-1352,233,947,4
3556,-712,18896,-1993,328,971,4
3068,-524,18660,-2135,844,770,4
3304,-652,18044,-1686,1418,652,4
4612,-56,20608,1555,580,-235,4
4568,-492,20824,1541,-527,151,4
4332,-448,20780,1474,-1156,531,4
3948,-484,20712,865,-1006,857,4
3476,-644,20424,-309,-612,1104,4
3632,-404,20028,-948,605,771,4
3756,52,20036,-1607,1583,452,4
3956,-228,19956,-1561,1669,607,4
3940,-312,19376,-1267,1435,476,4
3728,-456,19480,-850,1245,210,4
3232,-60,19616,-2262,-11,1627,4
3228,-188,19316,-3192,1322,1889,4
3320,-40,19192,-3923,1739,2149,4
3596,-232,18924,-4220,1792,2383,4
3236,-512,18864,-4090,938,2623,4
3520,-532,18752,-4097,111,2554,4
2660,-924,18060,-3739,-236,2410,4
2460,-940,17908,-3248,-825,2068,4
2420,-864,17728,-2888,95,1468,4
1864,-848,17476,-2201,574,732,4
4292,72,21572,2430,-1727,-1308,4
4212,-312,21784,1856,-2074,-987,4
4400,-184,21504,718,-1819,-661,4
3968,-436,21316,-778,-465,-173,4
3368,-644,20504,-2388,848,426,4
3260,-736,19676,-3612,2153,869,4
3456,-724,19036,-3757,2474,976,4
3740,-384,18612,-2925,2404,465,4
3964,-240,18908,-1479,1617,-30,4
3552,-200,19860,-195,78,-265,4
2792,-548,19768,-886,53,794,4
3356,-224,19964,-554,72,370,4
3340,-276,20116,-491,-54,292,4
